ID;species;type;target
A4PDU5;Escherichia coli;Type_III;Vertebrate
A4PDU6;Escherichia coli;Type_III;Vertebrate
A4PDU7;Escherichia coli;Type_III;Vertebrate
A4PDU8;Escherichia coli;Type_III;Vertebrate
A4PDU9;Escherichia coli;Type_III;Vertebrate
A4PDV0;Escherichia coli;Type_III;Vertebrate
A4PDV1;Escherichia coli;Type_III;Vertebrate
A4PDV2;Escherichia coli;Type_III;Vertebrate
A4PDV3;Escherichia coli;Type_III;Vertebrate
A4PDV5;Escherichia coli;Type_III;Vertebrate
A4PHQ3;Escherichia coli;Type_III;Vertebrate
A4PHQ4;Escherichia coli;Type_III;Vertebrate
A4SUE7;Aeromonas salmonicida;Type_III;Vertebrate
A6YCJ6;Aeromonas hydrophila;Type_III;Vertebrate
A7MQ14;Cronobacter sakazakii;Type_III;Vertebrate
A8AER8;Citrobacter koseri;Type_III;Vertebrate
A8AGA8;Citrobacter koseri;Type_III;Vertebrate
A8R3Y1;Escherichia coli;Type_III;Vertebrate
A9BLK0;Delftia acidovorans;Type_III;Vertebrate
A9BLY3;Delftia acidovorans;Type_III;Vertebrate
A9MG90;Salmonella arizonae;Type_III;Vertebrate
A9R9H4;Yersinia pestis;Type_III;Vertebrate
A9ZNE5;Escherichia coli;Type_III;Vertebrate
A9ZNE9;Escherichia coli;Type_III;Vertebrate
A9ZNF2;Escherichia coli;Type_III;Vertebrate
A9ZNF7;Escherichia coli;Type_III;Vertebrate
A9ZNG0;Escherichia coli;Type_III;Vertebrate
A9ZNG5;Escherichia coli;Type_III;Vertebrate
A9ZNG6;Escherichia coli;Type_III;Vertebrate
A9ZNG7;Escherichia coli;Type_III;Vertebrate
A9ZNG8;Escherichia coli;Type_III;Vertebrate
B0B9M3;Chlamydia trachomatis;Type_III;Vertebrate
B0B9M4;Chlamydia trachomatis;Type_III;Vertebrate
B0B9M5;Chlamydia trachomatis;Type_III;Vertebrate
B0VVE2;Acinetobacter baumannii;Type_III;Vertebrate
B1GVN9;Citrobacter rodentium;Type_III;Vertebrate
B1YTK4;Burkholderia ambifaria;Type_III;Vertebrate
B2SWU8;Paraburkholderia phytofirmans;Type_III;Vertebrate
B2TCX2;Paraburkholderia phytofirmans;Type_III;Vertebrate
B2TSV7;Shigella boydii;Type_III;Vertebrate
B2TT54;Shigella boydii;Type_III;Vertebrate
B3Y094;Escherichia coli;Type_III;Vertebrate
B3Y095;Escherichia coli;Type_III;Vertebrate
B3Y098;Escherichia coli;Type_III;Vertebrate
B3Y0A5;Escherichia coli;Type_III;Vertebrate
B3Y0U1;Escherichia coli;Type_III;Vertebrate
B3Y1A0;Escherichia coli;Type_III;Vertebrate
B3Y1M9;Escherichia coli;Type_III;Vertebrate
B4SX34;Salmonella newport;Type_III;Vertebrate
B4T918;Salmonella heidelberg;Type_III;Vertebrate
B4TMK5;Salmonella schwarzengrund;Type_III;Vertebrate
B5F5S8;Salmonella agona;Type_III;Vertebrate
B5F8C9;Salmonella agona;Type_III;Vertebrate
B5FM34;Salmonella dublin;Type_III;Vertebrate
B5QZK6;Salmonella enteritidis;Type_III;Vertebrate
B5R8S6;Salmonella gallinarum;Type_III;Vertebrate
B7UH72;Escherichia coli;Type_III;Vertebrate
B7UI20;Escherichia coli;Type_III;Vertebrate
B7UI21;Escherichia coli;Type_III;Vertebrate
B7UI22;Escherichia coli;Type_III;Vertebrate
B7ULW4;Escherichia coli;Type_III;Vertebrate
B7ULW8;Escherichia coli;Type_III;Vertebrate
B7UM88;Escherichia coli;Type_III;Vertebrate
B7UM94;Escherichia coli;Type_III;Vertebrate
B7UM99;Escherichia coli;Type_III;Vertebrate
B7UMA0;Escherichia coli;Type_III;Vertebrate
B7UMA2;Escherichia coli;Type_III;Vertebrate
B7UMC8;Escherichia coli;Type_III;Vertebrate
B7UMR0;Escherichia coli;Type_III;Vertebrate
B7UNX2;Escherichia coli;Type_III;Vertebrate
B7UNX3;Escherichia coli;Type_III;Vertebrate
B7UNX4;Escherichia coli;Type_III;Vertebrate
B7UNX6;Escherichia coli;Type_III;Vertebrate
B7UR60;Escherichia coli;Type_III;Vertebrate
B7UR62;Escherichia coli;Type_III;Vertebrate
B7UR63;Escherichia coli;Type_III;Vertebrate
B8ZY94;Escherichia coli;Type_III;Vertebrate
B8ZY96;Escherichia coli;Type_III;Vertebrate
B8ZYA3;Escherichia coli;Type_III;Vertebrate
B8ZYG0;Escherichia coli;Type_III;Vertebrate
B8ZYG2;Escherichia coli;Type_III;Vertebrate
B8ZYN7;Escherichia coli;Type_III;Vertebrate
B9A807;Vibrio parahaemolyticus;Type_III;Vertebrate
B9A810;Vibrio parahaemolyticus;Type_III;Vertebrate
C5IZN1;Vibrio cholerae;Type_III;Vertebrate
C6BHF2;Ralstonia pickettii;Type_III;Vertebrate
C6UYI3;Escherichia coli;Type_III;Vertebrate
C8BNX0;Pseudomonas syringae;Type_III;Vertebrate
C8UFJ4;Escherichia coli;Type_III;Vertebrate
C8UFJ7;Escherichia coli;Type_III;Vertebrate
C8UFL1;Escherichia coli;Type_III;Vertebrate
C8UFL8;Escherichia coli;Type_III;Vertebrate
C8UMB1;Escherichia coli;Type_III;Vertebrate
C9X8K0;Salmonella typhimurium;Type_III;Vertebrate
C9XXJ5;Cronobacter turicensis;Type_III;Vertebrate
C9XYW6;Cronobacter turicensis;Type_III;Vertebrate
C9XZ04;Cronobacter turicensis;Type_III;Vertebrate
D0ZDK9;Edwardsiella tarda;Type_III;Vertebrate
D0ZDL0;Edwardsiella tarda;Type_III;Vertebrate
D0ZMG9;Salmonella typhimurium;Type_III;Vertebrate
D1MWR4;Bordetella pertussis;Type_III;Vertebrate
D2AJ46;Shigella flexneri;Type_III;Vertebrate
D2AJ54;Shigella flexneri;Type_III;Vertebrate
D2AJ70;Shigella flexneri;Type_III;Vertebrate
D2AJE7;Shigella flexneri;Type_III;Vertebrate
D2AJI2;Shigella flexneri;Type_III;Vertebrate
D2AJU0;Shigella flexneri;Type_III;Vertebrate
D2AJU3;Shigella flexneri;Type_III;Vertebrate
D2TI15;Citrobacter rodentium;Type_III;Vertebrate
D2TJZ3;Citrobacter rodentium;Type_III;Vertebrate
D2TJZ4;Citrobacter rodentium;Type_III;Vertebrate
D2TK70;Citrobacter rodentium;Type_III;Vertebrate
D2TK72;Citrobacter rodentium;Type_III;Vertebrate
D2TKD5;Citrobacter rodentium;Type_III;Vertebrate
D2TKD7;Citrobacter rodentium;Type_III;Vertebrate
D2TKE1;Citrobacter rodentium;Type_III;Vertebrate
D2TKE2;Citrobacter rodentium;Type_III;Vertebrate
D2TKE9;Citrobacter rodentium;Type_III;Vertebrate
D2TKF1;Citrobacter rodentium;Type_III;Vertebrate
D2TKF8;Citrobacter rodentium;Type_III;Vertebrate
D2TKG4;Citrobacter rodentium;Type_III;Vertebrate
D2TKG5;Citrobacter rodentium;Type_III;Vertebrate
D2TKH5;Citrobacter rodentium;Type_III;Vertebrate
D2TML3;Citrobacter rodentium;Type_III;Vertebrate
D2TRA0;Citrobacter rodentium;Type_III;Vertebrate
D2TRX7;Citrobacter rodentium;Type_III;Vertebrate
D2TRX8;Citrobacter rodentium;Type_III;Vertebrate
D2TRY1;Citrobacter rodentium;Type_III;Vertebrate
D2TT37;Citrobacter rodentium;Type_III;Vertebrate
D2TT38;Citrobacter rodentium;Type_III;Vertebrate
D2TTX7;Citrobacter rodentium;Type_III;Vertebrate
D2TZ31;Arsenophonus nasoniae;Type_III;Vertebrate
D2TZ32;Arsenophonus nasoniae;Type_III;Vertebrate
D2TZ34;Arsenophonus nasoniae;Type_III;Vertebrate
D2ZDL2;Enterobacter cancerogenus;Type_III;Vertebrate
D4E4R6;Serratia odorifera;Type_III;Vertebrate
D5WCZ6;Burkholderia sp.;Type_III;Vertebrate
D6J6Z7;Escherichia coli;Type_III;Vertebrate
E8WJ67;Geobacter sp.;Type_III;Vertebrate
F5RYK9;Enterobacter hormaechei;Type_III;Vertebrate
F6AQK3;Delftia sp.;Type_III;Vertebrate
G4QDA2;Taylorella asinigenitalis;Type_III;Vertebrate
H9L407;Salmonella typhimurium;Type_III;Vertebrate
H9L446;Salmonella typhimurium;Type_III;Vertebrate
H9L477;Salmonella typhimurium;Type_III;Vertebrate
H9L486;Salmonella typhimurium;Type_III;Vertebrate
H9L4J2;Salmonella typhimurium;Type_III;Vertebrate
H9L4Q3;Vibrio cholerae;Type_III;Vertebrate
K0GGG6;Chlamydia trachomatis;Type_III;Vertebrate
O30783;Chlamydia caviae;Type_III;Vertebrate
O34020;Chlamydia caviae;Type_III;Vertebrate
O34208;Pseudomonas aeruginosa;Type_III;Vertebrate
P0DPS5;Chlamydia trachomatis;Type_III;Vertebrate
A0A0H3MD02;Chlamydia trachomatis;Type_III;Vertebrate
O84056;Chlamydia trachomatis;Type_III;Vertebrate
O84085;Chlamydia trachomatis;Type_III;Vertebrate
O84107;Chlamydia trachomatis;Type_III;Vertebrate
P0DJI4;Chlamydia trachomatis;Type_III;Vertebrate
P0DJI5;Chlamydia trachomatis;Type_III;Vertebrate
A0A0H3MGR4;Chlamydia trachomatis;Type_III;Vertebrate
P0DPS6;Chlamydia trachomatis;Type_III;Vertebrate
O84144;Chlamydia trachomatis;Type_III;Vertebrate
O84163;Chlamydia trachomatis;Type_III;Vertebrate
O84226;Chlamydia trachomatis;Type_III;Vertebrate
O84232;Chlamydia trachomatis;Type_III;Vertebrate
O84235;Chlamydia trachomatis;Type_III;Vertebrate
O84236;Chlamydia trachomatis;Type_III;Vertebrate
O84290;Chlamydia trachomatis;Type_III;Vertebrate
O84342;Chlamydia trachomatis;Type_III;Vertebrate
O84378;Chlamydia trachomatis;Type_III;Vertebrate
O84436;Chlamydia trachomatis;Type_III;Vertebrate
O84449;Chlamydia trachomatis;Type_III;Vertebrate
O84462;Chlamydia trachomatis;Type_III;Vertebrate
O84534;Chlamydia trachomatis;Type_III;Vertebrate
O84554;Chlamydia trachomatis;Type_III;Vertebrate
O84616;Chlamydia trachomatis;Type_III;Vertebrate
O84623;Chlamydia trachomatis;Type_III;Vertebrate
O84625;Chlamydia trachomatis;Type_III;Vertebrate
O84626;Chlamydia trachomatis;Type_III;Vertebrate
O84648;Chlamydia trachomatis;Type_III;Vertebrate
O84700;Chlamydia trachomatis;Type_III;Vertebrate
O84718;Chlamydia trachomatis;Type_III;Vertebrate
O84723;Chlamydia trachomatis;Type_III;Vertebrate
O84743;Chlamydia trachomatis;Type_III;Vertebrate
O84854;Chlamydia trachomatis;Type_III;Vertebrate
O84855;Chlamydia trachomatis;Type_III;Vertebrate
O84856;Chlamydia trachomatis;Type_III;Vertebrate
O84869;Chlamydia trachomatis;Type_III;Vertebrate
O84871;Chlamydia trachomatis;Type_III;Vertebrate
O84883;Chlamydia trachomatis;Type_III;Vertebrate
O84944;Salmonella typhimurium;Type_III;Vertebrate
O84949;Salmonella typhimurium;Type_III;Vertebrate
O84951;Salmonella typhimurium;Type_III;Vertebrate
O84952;Salmonella typhimurium;Type_III;Vertebrate
O85239;Yersinia enterocolitica;Type_III;Vertebrate
O85345;Pseudomonas aeruginosa;Type_III;Vertebrate
O85646;Escherichia coli;Type_III;Vertebrate
P08008;Yersinia pseudotuberculosis;Type_III;Vertebrate
P08538;Yersinia pseudotuberculosis;Type_III;Vertebrate
P0A1K5;Shigella flexneri;Type_III;Vertebrate
P0A2M9;Salmonella typhimurium;Type_III;Vertebrate
P0AE20;Escherichia coli;Type_III;Vertebrate
P0C2N1;Yersinia enterocolitica;Type_III;Vertebrate
P0C2N4;Yersinia enterocolitica;Type_III;Vertebrate
P0CI27;Chlamydia trachomatis;Type_III;Vertebrate
P0CZ04;Salmonella typhimurium;Type_III;Vertebrate
P0DJ88;Escherichia coli;Type_III;Vertebrate
P0DJ89;Escherichia coli;Type_III;Vertebrate
P0DJI3;Chlamydia trachomatis;Type_III;Vertebrate
P15273;Yersinia enterocolitica;Type_III;Vertebrate
P18010;Shigella flexneri;Type_III;Vertebrate
P18011;Shigella flexneri;Type_III;Vertebrate
P18012;Shigella flexneri;Type_III;Vertebrate
P18013;Shigella flexneri;Type_III;Vertebrate
P21211;Yersinia enterocolitica;Type_III;Vertebrate
P27474;Yersinia enterocolitica;Type_III;Vertebrate
P28764;Listeria monocytogenes;Type_III;Vertebrate
P31492;Yersinia enterocolitica;Type_III;Vertebrate
P31493;Yersinia pestis;Type_III;Vertebrate
P33548;Shigella flexneri;Type_III;Vertebrate
P37033;Legionella pneumophila;Type_III;Vertebrate
P37131;Yersinia enterocolitica;Type_III;Vertebrate
P37132;Yersinia enterocolitica;Type_III;Vertebrate
P40296;Yersinia pseudotuberculosis;Type_III;Vertebrate
P40613;Salmonella typhimurium;Type_III;Vertebrate
P40699;Salmonella typhimurium;Type_III;Vertebrate
P40722;Salmonella typhimurium;Type_III;Vertebrate
P42713;Yersinia pestis;Type_III;Vertebrate
P68590;Yersinia pestis;Type_III;Vertebrate
P69978;Yersinia pestis;Type_III;Vertebrate
D0ZWR8;Salmonella typhimurium;Type_III;Vertebrate
P74988;Yersinia enterocolitica;Type_III;Vertebrate
Q04640;Shigella flexneri;Type_III;Vertebrate
Q05129;Escherichia coli;Type_III;Vertebrate
Q05608;Yersinia pseudotuberculosis;Type_III;Vertebrate
Q13LX5;Paraburkholderia xenovorans;Type_III;Vertebrate
Q13YG4;Paraburkholderia xenovorans;Type_III;Vertebrate
Q1W4Y8;Pseudomonas aeruginosa;Type_III;Vertebrate
Q27RI0;Aeromonas salmonicida;Type_III;Vertebrate
Q27RI1;Aeromonas salmonicida;Type_III;Vertebrate
Q29ST3;Legionella pneumophila;Type_III;Vertebrate
Q2F7Y9;Escherichia coli;Type_III;Vertebrate
Q2F7Z0;Escherichia coli;Type_III;Vertebrate
Q2QHF9;Salmonella typhimurium;Type_III;Vertebrate
Q2T708;Burkholderia thailandensis;Type_III;Vertebrate
Q2T711;Burkholderia thailandensis;Type_III;Vertebrate
Q31SH3;Shigella boydii;Type_III;Vertebrate
Q326S7;Shigella dysenteriae;Type_III;Vertebrate
Q326T5;Shigella dysenteriae;Type_III;Vertebrate
Q326Z6;Shigella dysenteriae;Type_III;Vertebrate
Q327E0;Shigella dysenteriae;Type_III;Vertebrate
Q327J1;Shigella dysenteriae;Type_III;Vertebrate
Q3JL23;Burkholderia pseudomallei;Type_III;Vertebrate
Q3JL26;Burkholderia pseudomallei;Type_III;Vertebrate
Q3YTH5;Shigella sonnei;Type_III;Vertebrate
Q3YTN8;Shigella sonnei;Type_III;Vertebrate
Q46210;Chlamydia caviae;Type_III;Vertebrate
Q47184;Escherichia coli;Type_III;Vertebrate
Q4ACE6;Edwardsiella tarda;Type_III;Vertebrate
Q4G4C8;Edwardsiella tarda;Type_III;Vertebrate
Q4G4D0;Edwardsiella tarda;Type_III;Vertebrate
Q4G4D1;Edwardsiella tarda;Type_III;Vertebrate
Q51451;Pseudomonas aeruginosa;Type_III;Vertebrate
Q56026;Salmonella typhimurium;Type_III;Vertebrate
Q56921;Yersinia enterocolitica;Type_III;Vertebrate
Q56935;Yersinia pseudotuberculosis;Type_III;Vertebrate
Q57MS9;Salmonella choleraesuis;Type_III;Vertebrate
Q57P56;Salmonella choleraesuis;Type_III;Vertebrate
Q57PN2;Salmonella choleraesuis;Type_III;Vertebrate
Q57PP1;Salmonella choleraesuis;Type_III;Vertebrate
Q57QR2;Salmonella choleraesuis;Type_III;Vertebrate
Q58I88;Escherichia coli;Type_III;Vertebrate
Q5X159;Legionella pneumophila;Type_III;Vertebrate
Q5XL02;Aeromonas hydrophila;Type_III;Vertebrate
Q5XMK7;Citrobacter rodentium;Type_III;Vertebrate
Q5ZR83;Legionella pneumophila;Type_III;Vertebrate
Q5ZR84;Legionella pneumophila;Type_III;Vertebrate
Q5ZRA8;Legionella pneumophila;Type_III;Vertebrate
Q5ZRE6;Legionella pneumophila;Type_III;Vertebrate
Q5ZRH0;Legionella pneumophila;Type_III;Vertebrate
Q5ZRH5;Legionella pneumophila;Type_III;Vertebrate
Q5ZRJ3;Legionella pneumophila;Type_III;Vertebrate
Q5ZRJ6;Legionella pneumophila;Type_III;Vertebrate
Q5ZRJ7;Legionella pneumophila;Type_III;Vertebrate
Q5ZRK2;Legionella pneumophila;Type_III;Vertebrate
Q5ZRK7;Legionella pneumophila;Type_III;Vertebrate
Q5ZRN6;Legionella pneumophila;Type_III;Vertebrate
Q5ZRP8;Legionella pneumophila;Type_III;Vertebrate
Q5ZRP9;Legionella pneumophila;Type_III;Vertebrate
Q5ZRQ0;Legionella pneumophila;Type_III;Vertebrate
Q5ZRQ1;Legionella pneumophila;Type_III;Vertebrate
Q5ZRQ2;Legionella pneumophila;Type_III;Vertebrate
Q5ZRQ4;Legionella pneumophila;Type_III;Vertebrate
Q5ZRR5;Legionella pneumophila;Type_III;Vertebrate
Q5ZRS4;Legionella pneumophila;Type_III;Vertebrate
Q5ZRS6;Legionella pneumophila;Type_III;Vertebrate
Q5ZRT5;Legionella pneumophila;Type_III;Vertebrate
Q5ZRX6;Legionella pneumophila;Type_III;Vertebrate
Q5ZRX7;Legionella pneumophila;Type_III;Vertebrate
Q5ZS27;Legionella pneumophila;Type_III;Vertebrate
Q5ZS82;Legionella pneumophila;Type_III;Vertebrate
Q5ZS91;Legionella pneumophila;Type_III;Vertebrate
Q5ZSB6;Legionella pneumophila;Type_III;Vertebrate
Q5ZSC8;Legionella pneumophila;Type_III;Vertebrate
Q5ZSD5;Legionella pneumophila;Type_III;Vertebrate
Q5ZSE2;Legionella pneumophila;Type_III;Vertebrate
Q5ZSG2;Legionella pneumophila;Type_III;Vertebrate
Q5ZSG5;Legionella pneumophila;Type_III;Vertebrate
Q5ZSH1;Legionella pneumophila;Type_III;Vertebrate
Q5ZSH6;Legionella pneumophila;Type_III;Vertebrate
Q5ZSH8;Legionella pneumophila;Type_III;Vertebrate
Q5ZSH9;Legionella pneumophila;Type_III;Vertebrate
Q5ZSI8;Legionella pneumophila;Type_III;Vertebrate
Q5ZSJ0;Legionella pneumophila;Type_III;Vertebrate
Q5ZSJ1;Legionella pneumophila;Type_III;Vertebrate
Q5ZSJ2;Legionella pneumophila;Type_III;Vertebrate
Q5ZSJ4;Legionella pneumophila;Type_III;Vertebrate
Q5ZSK6;Legionella pneumophila;Type_III;Vertebrate
Q5ZSK8;Legionella pneumophila;Type_III;Vertebrate
Q5ZSL2;Legionella pneumophila;Type_III;Vertebrate
Q5ZSL3;Legionella pneumophila;Type_III;Vertebrate
Q5ZSL9;Legionella pneumophila;Type_III;Vertebrate
Q5ZSN5;Legionella pneumophila;Type_III;Vertebrate
Q5ZSQ3;Legionella pneumophila;Type_III;Vertebrate
Q5ZSQ6;Legionella pneumophila;Type_III;Vertebrate
Q5ZSR1;Legionella pneumophila;Type_III;Vertebrate
Q5ZSR5;Legionella pneumophila;Type_III;Vertebrate
Q5ZSS2;Legionella pneumophila;Type_III;Vertebrate
Q5ZSS3;Legionella pneumophila;Type_III;Vertebrate
Q5ZST2;Legionella pneumophila;Type_III;Vertebrate
Q5ZSU1;Legionella pneumophila;Type_III;Vertebrate
Q5ZSU2;Legionella pneumophila;Type_III;Vertebrate
Q5ZSU4;Legionella pneumophila;Type_III;Vertebrate
Q5ZSU6;Legionella pneumophila;Type_III;Vertebrate
Q5ZSV5;Legionella pneumophila;Type_III;Vertebrate
Q5ZSV7;Legionella pneumophila;Type_III;Vertebrate
Q5ZSV9;Legionella pneumophila;Type_III;Vertebrate
Q5ZSW0;Legionella pneumophila;Type_III;Vertebrate
Q5ZSY4;Legionella pneumophila;Type_III;Vertebrate
Q5ZSZ1;Legionella pneumophila;Type_III;Vertebrate
Q5ZSZ4;Legionella pneumophila;Type_III;Vertebrate
Q5ZSZ6;Legionella pneumophila;Type_III;Vertebrate
Q5ZT06;Legionella pneumophila;Type_III;Vertebrate
Q5ZT14;Legionella pneumophila;Type_III;Vertebrate
Q5ZT21;Legionella pneumophila;Type_III;Vertebrate
Q5ZT37;Legionella pneumophila;Type_III;Vertebrate
Q5ZT43;Legionella pneumophila;Type_III;Vertebrate
Q5ZT54;Legionella pneumophila;Type_III;Vertebrate
Q5ZT65;Legionella pneumophila;Type_III;Vertebrate
Q5ZT67;Legionella pneumophila;Type_III;Vertebrate
Q5ZT79;Legionella pneumophila;Type_III;Vertebrate
Q5ZT91;Legionella pneumophila;Type_III;Vertebrate
Q5ZTB4;Legionella pneumophila;Type_III;Vertebrate
Q5ZTB8;Legionella pneumophila;Type_III;Vertebrate
Q5ZTC3;Legionella pneumophila;Type_III;Vertebrate
Q5ZTD9;Legionella pneumophila;Type_III;Vertebrate
Q5ZTE6;Legionella pneumophila;Type_III;Vertebrate
Q5ZTE7;Legionella pneumophila;Type_III;Vertebrate
Q5ZTG2;Legionella pneumophila;Type_III;Vertebrate
Q5ZTG3;Legionella pneumophila;Type_III;Vertebrate
Q5ZTI6;Legionella pneumophila;Type_III;Vertebrate
Q5ZTJ5;Legionella pneumophila;Type_III;Vertebrate
Q5ZTJ7;Legionella pneumophila;Type_III;Vertebrate
Q5ZTK1;Legionella pneumophila;Type_III;Vertebrate
Q5ZTK6;Legionella pneumophila;Type_III;Vertebrate
Q5ZTK8;Legionella pneumophila;Type_III;Vertebrate
Q5ZTL2;Legionella pneumophila;Type_III;Vertebrate
Q5ZTL4;Legionella pneumophila;Type_III;Vertebrate
Q5ZTL7;Legionella pneumophila;Type_III;Vertebrate
Q5ZTM4;Legionella pneumophila;Type_III;Vertebrate
Q5ZTV8;Legionella pneumophila;Type_III;Vertebrate
Q5ZU22;Legionella pneumophila;Type_III;Vertebrate
Q5ZU30;Legionella pneumophila;Type_III;Vertebrate
Q5ZU32;Legionella pneumophila;Type_III;Vertebrate
Q5ZU36;Legionella pneumophila;Type_III;Vertebrate
Q5ZU39;Legionella pneumophila;Type_III;Vertebrate
Q5ZU43;Legionella pneumophila;Type_III;Vertebrate
Q5ZU44;Legionella pneumophila;Type_III;Vertebrate
Q5ZU45;Legionella pneumophila;Type_III;Vertebrate
Q5ZU46;Legionella pneumophila;Type_III;Vertebrate
Q5ZU48;Legionella pneumophila;Type_III;Vertebrate
Q5ZU49;Legionella pneumophila;Type_III;Vertebrate
Q5ZU55;Legionella pneumophila;Type_III;Vertebrate
Q5ZU58;Legionella pneumophila;Type_III;Vertebrate
Q5ZU59;Legionella pneumophila;Type_III;Vertebrate
Q5ZU60;Legionella pneumophila;Type_III;Vertebrate
Q5ZU61;Legionella pneumophila;Type_III;Vertebrate
Q5ZU75;Legionella pneumophila;Type_III;Vertebrate
Q5ZU83;Legionella pneumophila;Type_III;Vertebrate
Q5ZUA0;Legionella pneumophila;Type_III;Vertebrate
Q5ZUB7;Legionella pneumophila;Type_III;Vertebrate
Q5ZUB9;Legionella pneumophila;Type_III;Vertebrate
Q5ZUE7;Legionella pneumophila;Type_III;Vertebrate
Q5ZUG2;Legionella pneumophila;Type_III;Vertebrate
Q5ZUH6;Legionella pneumophila;Type_III;Vertebrate
Q5ZUJ5;Legionella pneumophila;Type_III;Vertebrate
Q5ZUK0;Legionella pneumophila;Type_III;Vertebrate
Q5ZUK1;Legionella pneumophila;Type_III;Vertebrate
Q5ZUL7;Legionella pneumophila;Type_III;Vertebrate
Q5ZUP1;Legionella pneumophila;Type_III;Vertebrate
Q5ZUP2;Legionella pneumophila;Type_III;Vertebrate
Q5ZUS4;Legionella pneumophila;Type_III;Vertebrate
Q5ZUS5;Legionella pneumophila;Type_III;Vertebrate
Q5ZUS6;Legionella pneumophila;Type_III;Vertebrate
Q5ZUV0;Legionella pneumophila;Type_III;Vertebrate
Q5ZUV5;Legionella pneumophila;Type_III;Vertebrate
Q5ZUV7;Legionella pneumophila;Type_III;Vertebrate
Q5ZUV8;Legionella pneumophila;Type_III;Vertebrate
Q5ZUV9;Legionella pneumophila;Type_III;Vertebrate
Q5ZUX2;Legionella pneumophila;Type_III;Vertebrate
Q5ZUX5;Legionella pneumophila;Type_III;Vertebrate
Q5ZUX6;Legionella pneumophila;Type_III;Vertebrate
Q5ZUX9;Legionella pneumophila;Type_III;Vertebrate
Q5ZUY1;Legionella pneumophila;Type_III;Vertebrate
Q5ZUY2;Legionella pneumophila;Type_III;Vertebrate
Q5ZUY8;Legionella pneumophila;Type_III;Vertebrate
Q5ZV03;Legionella pneumophila;Type_III;Vertebrate
Q5ZV17;Legionella pneumophila;Type_III;Vertebrate
Q5ZV21;Legionella pneumophila;Type_III;Vertebrate
Q5ZV42;Legionella pneumophila;Type_III;Vertebrate
Q5ZV52;Legionella pneumophila;Type_III;Vertebrate
Q5ZV62;Legionella pneumophila;Type_III;Vertebrate
Q5ZV89;Legionella pneumophila;Type_III;Vertebrate
Q5ZVE4;Legionella pneumophila;Type_III;Vertebrate
Q5ZVE9;Legionella pneumophila;Type_III;Vertebrate
Q5ZVF1;Legionella pneumophila;Type_III;Vertebrate
Q5ZVF2;Legionella pneumophila;Type_III;Vertebrate
Q5ZVF6;Legionella pneumophila;Type_III;Vertebrate
Q5ZVF7;Legionella pneumophila;Type_III;Vertebrate
Q5ZVI7;Legionella pneumophila;Type_III;Vertebrate
Q5ZVJ1;Legionella pneumophila;Type_III;Vertebrate
Q5ZVL4;Legionella pneumophila;Type_III;Vertebrate
Q5ZVN2;Legionella pneumophila;Type_III;Vertebrate
Q5ZVT4;Legionella pneumophila;Type_III;Vertebrate
Q5ZVT5;Legionella pneumophila;Type_III;Vertebrate
Q5ZVT6;Legionella pneumophila;Type_III;Vertebrate
Q5ZVX2;Legionella pneumophila;Type_III;Vertebrate
Q5ZVX6;Legionella pneumophila;Type_III;Vertebrate
Q5ZVZ8;Legionella pneumophila;Type_III;Vertebrate
Q5ZW15;Legionella pneumophila;Type_III;Vertebrate
Q5ZW60;Legionella pneumophila;Type_III;Vertebrate
Q5ZWA2;Legionella pneumophila;Type_III;Vertebrate
Q5ZWB4;Legionella pneumophila;Type_III;Vertebrate
Q5ZWB9;Legionella pneumophila;Type_III;Vertebrate
Q5ZWC7;Legionella pneumophila;Type_III;Vertebrate
Q5ZWD1;Legionella pneumophila;Type_III;Vertebrate
Q5ZWD3;Legionella pneumophila;Type_III;Vertebrate
Q5ZWD7;Legionella pneumophila;Type_III;Vertebrate
Q5ZWE0;Legionella pneumophila;Type_III;Vertebrate
Q5ZWE1;Legionella pneumophila;Type_III;Vertebrate
Q5ZWE8;Legionella pneumophila;Type_III;Vertebrate
Q5ZWF6;Legionella pneumophila;Type_III;Vertebrate
Q5ZWG1;Legionella pneumophila;Type_III;Vertebrate
Q5ZWG4;Legionella pneumophila;Type_III;Vertebrate
Q5ZWH4;Legionella pneumophila;Type_III;Vertebrate
Q5ZWH5;Legionella pneumophila;Type_III;Vertebrate
Q5ZWH6;Legionella pneumophila;Type_III;Vertebrate
Q5ZWH7;Legionella pneumophila;Type_III;Vertebrate
Q5ZWH9;Legionella pneumophila;Type_III;Vertebrate
Q5ZWI4;Legionella pneumophila;Type_III;Vertebrate
Q5ZWK2;Legionella pneumophila;Type_III;Vertebrate
Q5ZWW5;Legionella pneumophila;Type_III;Vertebrate
Q5ZWW6;Legionella pneumophila;Type_III;Vertebrate
Q5ZWW7;Legionella pneumophila;Type_III;Vertebrate
Q5ZWX1;Legionella pneumophila;Type_III;Vertebrate
Q5ZWY8;Legionella pneumophila;Type_III;Vertebrate
Q5ZWY9;Legionella pneumophila;Type_III;Vertebrate
Q5ZWZ3;Legionella pneumophila;Type_III;Vertebrate
Q5ZX07;Legionella pneumophila;Type_III;Vertebrate
Q5ZX12;Legionella pneumophila;Type_III;Vertebrate
Q5ZX35;Legionella pneumophila;Type_III;Vertebrate
Q5ZXD5;Legionella pneumophila;Type_III;Vertebrate
